incident_id,incident_type,facility,department,activity,root_cause,body_part_affected,personnel_id,age_group,experience_years,shift,severity_level,potential_severity,osha_recordable,days_away,risk_score,risk_category,direct_cost_usd,indirect_cost_usd,productivity_loss_usd,total_incident_cost_usd,regulatory_fine_usd,total_cost_with_fines_usd,toolbox_talk_conducted,jsa_completed,ppe_compliant,preventable,corrective_action_status,days_to_close,investigation_quality_score,incident_date,year,month,quarter,week_of_year,day_of_week,hour_of_day,month_name,reported_date,investigation_completed_date,total_hours_worked,is_preventable_cost,is_lti,prevention_score
INC-2024-00065,Medical Treatment,Facility B - Maintenance,Maintenance,Routine Operations,Inadequate Risk Assessment,Back,EMP-0025,46-55,0,Swing,3,4,1,0,3,Low,4838.0,7264.0,3605.0,15707.0,0,15707.0,1,0,0,1,Completed,4,9,2024-05-30 10:40:48.124751,2024,5,2,22,Thursday,5,May,2024-05-31 10:40:48.124751,2024-06-04 10:40:48.124751,2500000.0,15707.0,0,0.3333333333333333
INC-2024-00066,Near Miss,Facility B - Maintenance,Logistics,Chemical Handling,Rushing/Time Pressure,Not Applicable,EMP-0031,18-25,15,Day,1,2,0,0,1,Low,123.0,188.0,0.0,311.0,0,311.0,1,0,1,1,Pending,56,5,2024-05-31 10:40:48.124751,2024,5,2,22,Friday,16,May,2024-06-01 10:40:48.124751,2024-07-27 10:40:48.124751,2500000.0,311.0,0,0.6666666666666666
INC-2024-00067,Restricted Work,Facility A - Production,HSE Department,Equipment Maintenance,Equipment Failure,Not Applicable,EMP-0095,46-55,21,Swing,4,5,1,10,8,Medium,10551.0,32380.0,18097.0,61028.0,25000,86028.0,0,1,1,1,Completed,18,6,2024-05-31 10:40:48.124751,2024,5,2,22,Friday,0,May,2024-05-31 10:40:48.124751,2024-06-18 10:40:48.124751,2500000.0,86028.0,0,0.6666666666666666
INC-2024-00068,Near Miss,Facility A - Production,Production Operations,Routine Operations,Fatigue,Not Applicable,EMP-0114,18-25,20,Day,1,2,0,0,4,Low,125.0,200.0,0.0,325.0,0,325.0,0,0,0,0,In Progress,33,6,2024-06-03 10:40:48.124751,2024,6,2,23,Monday,8,June,2024-06-04 10:40:48.124751,2024-07-07 10:40:48.124751,2500000.0,0.0,0,0.0
INC-2024-00069,First Aid,Facility B - Maintenance,Production Operations,Working at Height,Lack of Training/Competency,Leg/Foot,EMP-0159,56+,26,Day,2,4,0,0,8,Medium,533.0,792.0,599.0,1924.0,0,1924.0,0,0,0,1,In Progress,42,9,2024-06-03 10:40:48.124751,2024,6,2,23,Monday,20,June,2024-06-04 10:40:48.124751,2024-07-16 10:40:48.124751,2500000.0,1924.0,0,0.0
INC-2024-00070,Near Miss,Facility A - Production,Logistics,Routine Operations,Equipment Failure,Not Applicable,EMP-0020,56+,9,Swing,1,3,0,0,4,Low,71.0,153.0,0.0,224.0,0,224.0,0,0,0,1,Completed,20,10,2024-06-03 10:40:48.124751,2024,6,2,23,Monday,17,June,2024-06-04 10:40:48.124751,2024-06-24 10:40:48.124751,2500000.0,224.0,0,0.0
INC-2024-00071,Near Miss,Facility B - Maintenance,HSE Department,Routine Operations,Environmental Factors,Not Applicable,EMP-0049,46-55,21,Night,1,3,0,0,5,Low,73.0,188.0,0.0,261.0,0,261.0,1,1,1,1,Completed,20,9,2024-06-05 10:40:48.124751,2024,6,2,23,Wednesday,10,June,2024-06-06 10:40:48.124751,2024-06-26 10:40:48.124751,2500000.0,261.0,0,1.0
INC-2024-00072,Near Miss,Facility B - Maintenance,Maintenance,Hot Work (Welding/Cutting),Fatigue,Not Applicable,EMP-0072,18-25,21,Day,1,1,0,0,1,Low,105.0,220.0,0.0,325.0,0,325.0,1,1,0,1,In Progress,42,7,2024-06-05 10:40:48.124751,2024,6,2,23,Wednesday,13,June,2024-06-06 10:40:48.124751,2024-07-18 10:40:48.124751,2500000.0,325.0,0,0.6666666666666666
INC-2024-00073,Lost Time Injury,Facility B - Maintenance,Production Operations,Pressure Testing,Procedural Non-Compliance,Head,EMP-0037,56+,21,Day,5,5,1,31,25,Critical,32791.0,72069.0,54578.0,159438.0,0,159438.0,0,0,0,1,Completed,2,8,2024-06-05 10:40:48.124751,2024,6,2,23,Wednesday,1,June,2024-06-06 10:40:48.124751,2024-06-08 10:40:48.124751,2500000.0,159438.0,1,0.0
INC-2024-00074,Near Miss,Facility A - Production,Logistics,Manual Handling/Lifting,Lack of Training/Competency,Not Applicable,EMP-0022,18-25,7,Swing,1,2,0,0,4,Low,94.0,187.0,0.0,281.0,0,281.0,1,1,1,1,In Progress,51,9,2024-06-05 10:40:48.124751,2024,6,2,23,Wednesday,19,June,2024-06-06 10:40:48.124751,2024-07-27 10:40:48.124751,2500000.0,281.0,0,1.0
INC-2024-00075,First Aid,Facility B - Maintenance,Workshop,Routine Operations,Equipment Failure,Leg/Foot,EMP-0125,56+,4,Swing,2,2,0,0,8,Medium,546.0,1067.0,586.0,2199.0,0,2199.0,0,1,1,1,Pending,36,10,2024-06-06 10:40:48.124751,2024,6,2,23,Thursday,10,June,2024-06-06 10:40:48.124751,2024-07-12 10:40:48.124751,2500000.0,2199.0,0,0.6666666666666666
INC-2024-00076,Near Miss,Facility A - Production,Engineering,Routine Operations,Equipment Failure,Not Applicable,EMP-0165,18-25,27,Swing,1,2,0,0,3,Low,70.0,197.0,0.0,267.0,0,267.0,1,0,1,0,Completed,1,9,2024-06-07 10:40:48.124751,2024,6,2,23,Friday,1,June,2024-06-07 10:40:48.124751,2024-06-08 10:40:48.124751,2500000.0,0.0,0,0.6666666666666666
INC-2024-00077,Near Miss,Facility A - Production,Production Operations,Confined Space Entry,Rushing/Time Pressure,Not Applicable,EMP-0033,26-35,2,Night,1,2,0,0,4,Low,108.0,228.0,0.0,336.0,0,336.0,1,0,0,1,Completed,21,7,2024-06-08 10:40:48.124751,2024,6,2,23,Saturday,3,June,2024-06-09 10:40:48.124751,2024-06-30 10:40:48.124751,2500000.0,336.0,0,0.3333333333333333
INC-2024-00078,Restricted Work,Facility A - Production,Maintenance,Pressure Testing,Communication Breakdown,Arm,EMP-0069,18-25,5,Swing,4,5,1,1,16,Critical,16845.0,20903.0,12772.0,50520.0,25000,75520.0,1,1,1,1,Completed,26,6,2024-06-08 10:40:48.124751,2024,6,2,23,Saturday,12,June,2024-06-09 10:40:48.124751,2024-07-05 10:40:48.124751,2500000.0,75520.0,0,1.0
INC-2024-00079,Near Miss,Facility A - Production,Workshop,Chemical Handling,Communication Breakdown,Not Applicable,EMP-0105,46-55,15,Night,1,1,0,0,2,Low,107.0,162.0,0.0,269.0,0,269.0,1,1,0,1,Pending,11,8,2024-06-09 10:40:48.124751,2024,6,2,23,Sunday,5,June,2024-06-11 10:40:48.124751,2024-06-22 10:40:48.124751,2500000.0,269.0,0,0.6666666666666666
INC-2024-00080,Restricted Work,Facility A - Production,Maintenance,Routine Operations,Poor Housekeeping,Multiple Areas,EMP-0057,46-55,23,Day,4,4,1,10,8,Medium,15570.0,19206.0,17833.0,52609.0,0,52609.0,1,0,1,1,Completed,14,10,2024-06-09 10:40:48.124751,2024,6,2,23,Sunday,6,June,2024-06-09 10:40:48.124751,2024-06-23 10:40:48.124751,2500000.0,52609.0,0,0.6666666666666666
INC-2024-00081,Near Miss,Facility A - Production,Maintenance,Vehicle Operations,Poor Housekeeping,Not Applicable,EMP-0149,56+,10,Night,1,3,0,0,3,Low,130.0,259.0,0.0,389.0,0,389.0,1,1,1,1,Completed,21,7,2024-06-09 10:40:48.124751,2024,6,2,23,Sunday,21,June,2024-06-11 10:40:48.124751,2024-07-02 10:40:48.124751,2500000.0,389.0,0,1.0
INC-2024-00082,First Aid,Facility A - Production,HSE Department,Vehicle Operations,Fatigue,Back,EMP-0131,46-55,15,Night,2,4,0,0,6,Medium,427.0,754.0,374.0,1555.0,0,1555.0,0,1,1,1,Completed,14,10,2024-06-09 10:40:48.124751,2024,6,2,23,Sunday,19,June,2024-06-09 10:40:48.124751,2024-06-23 10:40:48.124751,2500000.0,1555.0,0,0.6666666666666666
INC-2024-00083,Medical Treatment,Facility A - Production,Engineering,Manual Handling/Lifting,Environmental Factors,Chest/Torso,EMP-0128,36-45,11,Night,3,5,1,0,6,Medium,4300.0,9037.0,2810.0,16147.0,25000,41147.0,1,1,0,1,Overdue,127,9,2024-06-09 10:40:48.124751,2024,6,2,23,Sunday,2,June,2024-06-11 10:40:48.124751,2024-10-16 10:40:48.124751,2500000.0,41147.0,0,0.6666666666666666
INC-2024-00084,Near Miss,Facility A - Production,Logistics,Housekeeping,Environmental Factors,Not Applicable,EMP-0126,46-55,26,Swing,1,1,0,0,4,Low,79.0,216.0,0.0,295.0,0,295.0,1,1,1,1,In Progress,30,7,2024-06-11 10:40:48.124751,2024,6,2,24,Tuesday,3,June,2024-06-13 10:40:48.124751,2024-07-13 10:40:48.124751,2500000.0,295.0,0,1.0
INC-2024-00085,Near Miss,Facility B - Maintenance,Production Operations,Housekeeping,Communication Breakdown,Not Applicable,EMP-0126,46-55,4,Day,1,2,0,0,3,Low,72.0,234.0,0.0,306.0,0,306.0,1,1,1,1,Pending,60,5,2024-06-15 10:40:48.124751,2024,6,2,24,Saturday,20,June,2024-06-17 10:40:48.124751,2024-08-16 10:40:48.124751,2500000.0,306.0,0,1.0
INC-2024-00086,First Aid,Facility B - Maintenance,Engineering,Chemical Handling,Poor Housekeeping,Arm,EMP-0009,26-35,13,Night,2,2,0,0,10,Medium,601.0,740.0,633.0,1974.0,0,1974.0,1,0,1,1,Completed,22,8,2024-06-16 10:40:48.124751,2024,6,2,24,Sunday,19,June,2024-06-16 10:40:48.124751,2024-07-08 10:40:48.124751,2500000.0,1974.0,0,0.6666666666666666
INC-2024-00087,Near Miss,Facility A - Production,Engineering,Routine Operations,Procedural Non-Compliance,Not Applicable,EMP-0058,18-25,17,Swing,1,2,0,0,1,Low,107.0,183.0,0.0,290.0,0,290.0,1,1,1,1,In Progress,55,9,2024-06-23 10:40:48.124751,2024,6,2,25,Sunday,2,June,2024-06-23 10:40:48.124751,2024-08-17 10:40:48.124751,2500000.0,290.0,0,1.0
INC-2024-00088,Restricted Work,Facility B - Maintenance,Logistics,Equipment Maintenance,Environmental Factors,Not Applicable,EMP-0177,36-45,4,Day,4,5,1,12,16,Critical,16690.0,24569.0,24258.0,65517.0,5000,70517.0,0,1,1,1,Completed,16,8,2024-06-24 10:40:48.124751,2024,6,2,26,Monday,0,June,2024-06-25 10:40:48.124751,2024-07-11 10:40:48.124751,2500000.0,70517.0,0,0.6666666666666666
INC-2024-00089,Medical Treatment,Facility A - Production,Engineering,Housekeeping,Inadequate Risk Assessment,Back,EMP-0051,56+,29,Night,3,5,1,0,12,High,6204.0,6031.0,2337.0,14572.0,0,14572.0,1,1,0,1,In Progress,47,8,2024-06-25 10:40:48.124751,2024,6,2,26,Tuesday,18,June,2024-06-25 10:40:48.124751,2024-08-11 10:40:48.124751,2500000.0,14572.0,0,0.6666666666666666
INC-2024-00090,Near Miss,Facility A - Production,Maintenance,Chemical Handling,Procedural Non-Compliance,Not Applicable,EMP-0049,46-55,2,Swing,1,2,0,0,1,Low,109.0,226.0,0.0,335.0,0,335.0,1,0,1,1,Completed,25,7,2024-06-26 10:40:48.124751,2024,6,2,26,Wednesday,20,June,2024-06-26 10:40:48.124751,2024-07-21 10:40:48.124751,2500000.0,335.0,0,0.6666666666666666
INC-2024-00091,Near Miss,Facility A - Production,Maintenance,Confined Space Entry,Rushing/Time Pressure,Not Applicable,EMP-0027,36-45,12,Swing,1,1,0,0,5,Low,123.0,224.0,0.0,347.0,0,347.0,0,0,1,0,Completed,6,10,2024-06-30 10:40:48.124751,2024,6,2,26,Sunday,12,June,2024-06-30 10:40:48.124751,2024-07-06 10:40:48.124751,2500000.0,0.0,0,0.3333333333333333
INC-2024-00092,First Aid,Facility A - Production,Production Operations,Routine Operations,Poor Housekeeping,Back,EMP-0030,46-55,16,Night,2,3,0,0,10,Medium,568.0,810.0,503.0,1881.0,0,1881.0,0,1,1,0,Completed,15,8,2024-07-01 10:40:48.124751,2024,7,3,27,Monday,13,July,2024-07-01 10:40:48.124751,2024-07-16 10:40:48.124751,2500000.0,0.0,0,0.6666666666666666
INC-2024-00093,Near Miss,Facility B - Maintenance,Workshop,Pressure Testing,Rushing/Time Pressure,Not Applicable,EMP-0091,18-25,3,Swing,1,3,0,0,2,Low,89.0,205.0,0.0,294.0,0,294.0,1,1,1,1,Completed,13,8,2024-07-01 10:40:48.124751,2024,7,3,27,Monday,21,July,2024-07-02 10:40:48.124751,2024-07-15 10:40:48.124751,2500000.0,294.0,0,1.0
INC-2024-00094,Lost Time Injury,Facility A - Production,Maintenance,Pressure Testing,Inadequate PPE,Leg/Foot,EMP-0133,26-35,12,Day,5,5,1,45,25,Critical,51689.0,106058.0,79589.0,237336.0,0,237336.0,1,0,1,1,Completed,3,10,2024-07-02 10:40:48.124751,2024,7,3,27,Tuesday,15,July,2024-07-03 10:40:48.124751,2024-07-06 10:40:48.124751,2500000.0,237336.0,1,0.6666666666666666
INC-2024-00095,Near Miss,Facility A - Production,Logistics,Working at Height,Equipment Failure,Not Applicable,EMP-0134,36-45,11,Night,1,2,0,0,3,Low,81.0,219.0,0.0,300.0,0,300.0,0,1,1,1,Completed,5,10,2024-07-03 10:40:48.124751,2024,7,3,27,Wednesday,3,July,2024-07-03 10:40:48.124751,2024-07-08 10:40:48.124751,2500000.0,300.0,0,0.6666666666666666
INC-2024-00096,First Aid,Facility B - Maintenance,Engineering,Equipment Maintenance,Fatigue,Back,EMP-0074,36-45,19,Day,2,3,0,0,2,Low,558.0,885.0,613.0,2056.0,0,2056.0,0,1,1,1,In Progress,51,9,2024-07-04 10:40:48.124751,2024,7,3,27,Thursday,16,July,2024-07-06 10:40:48.124751,2024-08-26 10:40:48.124751,2500000.0,2056.0,0,0.6666666666666666
INC-2024-00097,Near Miss,Facility A - Production,Production Operations,Chemical Handling,Poor Housekeeping,Not Applicable,EMP-0128,36-45,2,Day,1,2,0,0,5,Low,90.0,187.0,0.0,277.0,0,277.0,1,0,0,1,Completed,28,10,2024-07-04 10:40:48.124751,2024,7,3,27,Thursday,9,July,2024-07-06 10:40:48.124751,2024-08-03 10:40:48.124751,2500000.0,277.0,0,0.3333333333333333
INC-2024-00098,First Aid,Facility A - Production,Workshop,Vehicle Operations,Procedural Non-Compliance,Multiple Areas,EMP-0106,18-25,26,Swing,2,4,0,0,2,Low,546.0,762.0,426.0,1734.0,0,1734.0,0,1,0,1,Completed,6,9,2024-07-04 10:40:48.124751,2024,7,3,27,Thursday,6,July,2024-07-04 10:40:48.124751,2024-07-10 10:40:48.124751,2500000.0,1734.0,0,0.3333333333333333
INC-2024-00099,Near Miss,Facility B - Maintenance,Production Operations,Manual Handling/Lifting,Poor Housekeeping,Not Applicable,EMP-0115,26-35,2,Swing,1,3,0,0,5,Low,74.0,248.0,0.0,322.0,0,322.0,1,0,0,1,Completed,11,7,2024-07-06 10:40:48.124751,2024,7,3,27,Saturday,12,July,2024-07-07 10:40:48.124751,2024-07-18 10:40:48.124751,2500000.0,322.0,0,0.3333333333333333
INC-2024-00100,Medical Treatment,Facility A - Production,Maintenance,Housekeeping,Lack of Training/Competency,Leg/Foot,EMP-0133,56+,20,Swing,3,4,1,0,12,High,3843.0,8160.0,3644.0,15647.0,5000,20647.0,1,1,1,1,In Progress,33,8,2024-07-07 10:40:48.124751,2024,7,3,27,Sunday,12,July,2024-07-09 10:40:48.124751,2024-08-11 10:40:48.124751,2500000.0,20647.0,0,1.0
INC-2024-00101,Near Miss,Facility A - Production,Logistics,Chemical Handling,Rushing/Time Pressure,Not Applicable,EMP-0102,18-25,9,Swing,1,3,0,0,2,Low,127.0,217.0,0.0,344.0,0,344.0,0,1,0,1,Completed,22,8,2024-07-09 10:40:48.124751,2024,7,3,28,Tuesday,21,July,2024-07-10 10:40:48.124751,2024-08-01 10:40:48.124751,2500000.0,344.0,0,0.3333333333333333
INC-2024-00102,First Aid,Facility B - Maintenance,Workshop,Pressure Testing,Lack of Training/Competency,Eye,EMP-0023,36-45,15,Swing,2,3,0,0,4,Low,612.0,1215.0,471.0,2298.0,0,2298.0,0,1,1,1,In Progress,56,8,2024-07-09 10:40:48.124751,2024,7,3,28,Tuesday,13,July,2024-07-10 10:40:48.124751,2024-09-04 10:40:48.124751,2500000.0,2298.0,0,0.6666666666666666
INC-2024-00103,Near Miss,Facility B - Maintenance,Logistics,Working at Height,Procedural Non-Compliance,Not Applicable,EMP-0079,36-45,26,Swing,1,1,0,0,2,Low,90.0,189.0,0.0,279.0,0,279.0,0,1,1,1,Completed,15,9,2024-07-09 10:40:48.124751,2024,7,3,28,Tuesday,5,July,2024-07-11 10:40:48.124751,2024-07-26 10:40:48.124751,2500000.0,279.0,0,0.6666666666666666
INC-2024-00104,Near Miss,Facility A - Production,Workshop,Confined Space Entry,Equipment Failure,Not Applicable,EMP-0117,26-35,26,Night,1,3,0,0,5,Low,124.0,244.0,0.0,368.0,0,368.0,0,1,1,1,In Progress,18,7,2024-07-12 10:40:48.124751,2024,7,3,28,Friday,15,July,2024-07-12 10:40:48.124751,2024-07-30 10:40:48.124751,2500000.0,368.0,0,0.6666666666666666
INC-2024-00105,First Aid,Facility A - Production,Logistics,Working at Height,Poor Housekeeping,Back,EMP-0147,36-45,10,Swing,2,4,0,0,6,Medium,589.0,959.0,486.0,2034.0,0,2034.0,1,0,1,1,In Progress,22,6,2024-07-12 10:40:48.124751,2024,7,3,28,Friday,8,July,2024-07-13 10:40:48.124751,2024-08-04 10:40:48.124751,2500000.0,2034.0,0,0.6666666666666666
INC-2024-00106,First Aid,Facility B - Maintenance,Production Operations,Working at Height,Communication Breakdown,Arm,EMP-0161,46-55,8,Swing,2,2,0,0,2,Low,377.0,1009.0,369.0,1755.0,0,1755.0,0,1,1,1,Completed,27,8,2024-07-13 10:40:48.124751,2024,7,3,28,Saturday,19,July,2024-07-15 10:40:48.124751,2024-08-11 10:40:48.124751,2500000.0,1755.0,0,0.6666666666666666
INC-2024-00107,Near Miss,Facility B - Maintenance,Production Operations,Working at Height,Lack of Training/Competency,Not Applicable,EMP-0166,18-25,8,Night,1,1,0,0,1,Low,75.0,160.0,0.0,235.0,0,235.0,0,1,1,1,Completed,27,10,2024-07-14 10:40:48.124751,2024,7,3,28,Sunday,15,July,2024-07-15 10:40:48.124751,2024-08-11 10:40:48.124751,2500000.0,235.0,0,0.6666666666666666
INC-2024-00108,Near Miss,Facility B - Maintenance,HSE Department,Routine Operations,Procedural Non-Compliance,Not Applicable,EMP-0115,26-35,12,Day,1,3,0,0,5,Low,92.0,196.0,0.0,288.0,0,288.0,0,1,1,1,Completed,20,10,2024-07-14 10:40:48.124751,2024,7,3,28,Sunday,20,July,2024-07-16 10:40:48.124751,2024-08-05 10:40:48.124751,2500000.0,288.0,0,0.6666666666666666
INC-2024-00109,Near Miss,Facility B - Maintenance,Logistics,Chemical Handling,Poor Housekeeping,Not Applicable,EMP-0039,18-25,3,Night,1,3,0,0,1,Low,123.0,206.0,0.0,329.0,0,329.0,1,0,0,1,Completed,2,6,2024-07-16 10:40:48.124751,2024,7,3,29,Tuesday,20,July,2024-07-16 10:40:48.124751,2024-07-18 10:40:48.124751,2500000.0,329.0,0,0.3333333333333333
INC-2024-00110,Near Miss,Facility A - Production,Production Operations,Confined Space Entry,Lack of Training/Competency,Not Applicable,EMP-0052,46-55,29,Night,1,3,0,0,5,Low,89.0,170.0,0.0,259.0,0,259.0,1,0,1,0,In Progress,22,6,2024-07-17 10:40:48.124751,2024,7,3,29,Wednesday,11,July,2024-07-17 10:40:48.124751,2024-08-08 10:40:48.124751,2500000.0,0.0,0,0.6666666666666666
INC-2024-00111,Near Miss,Facility A - Production,Maintenance,Vehicle Operations,Fatigue,Not Applicable,EMP-0128,26-35,10,Day,1,3,0,0,4,Low,83.0,192.0,0.0,275.0,0,275.0,1,1,1,0,Pending,14,6,2024-07-17 10:40:48.124751,2024,7,3,29,Wednesday,15,July,2024-07-17 10:40:48.124751,2024-07-31 10:40:48.124751,2500000.0,0.0,0,1.0
INC-2024-00112,Environmental Spill,Facility B - Maintenance,HSE Department,Chemical Handling,Inadequate PPE,Not Applicable,EMP-0157,36-45,7,Swing,3,4,0,0,12,High,25443.0,48151.0,14334.0,87928.0,0,87928.0,1,1,1,1,Completed,23,5,2024-07-17 10:40:48.124751,2024,7,3,29,Wednesday,4,July,2024-07-18 10:40:48.124751,2024-08-10 10:40:48.124751,2500000.0,87928.0,0,1.0
INC-2024-00113,First Aid,Facility A - Production,Logistics,Working at Height,Environmental Factors,Hand/Finger,EMP-0003,56+,22,Day,2,2,0,0,8,Medium,372.0,1128.0,561.0,2061.0,0,2061.0,1,1,0,1,In Progress,57,5,2024-07-18 10:40:48.124751,2024,7,3,29,Thursday,23,July,2024-07-18 10:40:48.124751,2024-09-13 10:40:48.124751,2500000.0,2061.0,0,0.6666666666666666
INC-2024-00114,Near Miss,Facility A - Production,HSE Department,Vehicle Operations,Inadequate Risk Assessment,Not Applicable,EMP-0025,56+,8,Swing,1,3,0,0,1,Low,84.0,193.0,0.0,277.0,0,277.0,0,1,1,1,In Progress,54,7,2024-07-18 10:40:48.124751,2024,7,3,29,Thursday,10,July,2024-07-18 10:40:48.124751,2024-09-10 10:40:48.124751,2500000.0,277.0,0,0.6666666666666666
INC-2024-00115,Near Miss,Facility B - Maintenance,Workshop,Pressure Testing,Inadequate PPE,Not Applicable,EMP-0058,18-25,17,Swing,1,3,0,0,4,Low,103.0,254.0,0.0,357.0,0,357.0,1,1,1,1,Completed,28,9,2024-07-19 10:40:48.124751,2024,7,3,29,Friday,0,July,2024-07-19 10:40:48.124751,2024-08-16 10:40:48.124751,2500000.0,357.0,0,1.0
INC-2024-00116,First Aid,Facility A - Production,Engineering,Housekeeping,Communication Breakdown,Arm,EMP-0180,56+,28,Day,2,4,0,0,2,Low,418.0,1233.0,466.0,2117.0,0,2117.0,1,1,0,0,Overdue,136,6,2024-07-19 10:40:48.124751,2024,7,3,29,Friday,9,July,2024-07-19 10:40:48.124751,2024-12-02 10:40:48.124751,2500000.0,0.0,0,0.6666666666666666
INC-2024-00117,Near Miss,Facility A - Production,Engineering,Housekeeping,Inadequate PPE,Not Applicable,EMP-0062,56+,27,Day,1,3,0,0,5,Low,71.0,252.0,0.0,323.0,0,323.0,0,0,0,1,Completed,7,10,2024-07-19 10:40:48.124751,2024,7,3,29,Friday,10,July,2024-07-21 10:40:48.124751,2024-07-28 10:40:48.124751,2500000.0,323.0,0,0.0
INC-2024-00118,Near Miss,Facility A - Production,Workshop,Confined Space Entry,Environmental Factors,Not Applicable,EMP-0125,36-45,22,Swing,1,2,0,0,3,Low,91.0,247.0,0.0,338.0,0,338.0,0,1,1,1,Completed,17,6,2024-07-20 10:40:48.124751,2024,7,3,29,Saturday,14,July,2024-07-22 10:40:48.124751,2024-08-08 10:40:48.124751,2500000.0,338.0,0,0.6666666666666666
INC-2024-00119,First Aid,Facility B - Maintenance,Production Operations,Working at Height,Communication Breakdown,Multiple Areas,EMP-0046,46-55,16,Night,2,3,0,0,10,Medium,472.0,857.0,644.0,1973.0,0,1973.0,0,1,1,0,Completed,9,6,2024-07-20 10:40:48.124751,2024,7,3,29,Saturday,2,July,2024-07-21 10:40:48.124751,2024-07-30 10:40:48.124751,2500000.0,0.0,0,0.6666666666666666
INC-2024-00120,Lost Time Injury,Facility B - Maintenance,Maintenance,Vehicle Operations,Communication Breakdown,Multiple Areas,EMP-0007,36-45,16,Night,5,5,1,40,20,Critical,42680.0,72439.0,76656.0,191775.0,0,191775.0,0,1,1,1,Completed,13,6,2024-07-20 10:40:48.124751,2024,7,3,29,Saturday,23,July,2024-07-22 10:40:48.124751,2024-08-04 10:40:48.124751,2500000.0,191775.0,1,0.6666666666666666
INC-2024-00121,Near Miss,Facility A - Production,Engineering,Confined Space Entry,Procedural Non-Compliance,Not Applicable,EMP-0025,56+,12,Day,1,1,0,0,1,Low,126.0,178.0,0.0,304.0,0,304.0,0,1,0,1,Completed,1,9,2024-07-22 10:40:48.124751,2024,7,3,30,Monday,14,July,2024-07-24 10:40:48.124751,2024-07-25 10:40:48.124751,2500000.0,304.0,0,0.3333333333333333
INC-2024-00122,First Aid,Facility A - Production,Engineering,Pressure Testing,Equipment Failure,Not Applicable,EMP-0148,46-55,18,Swing,2,2,0,0,2,Low,622.0,1004.0,528.0,2154.0,0,2154.0,1,1,1,1,Completed,1,5,2024-07-22 10:40:48.124751,2024,7,3,30,Monday,10,July,2024-07-24 10:40:48.124751,2024-07-25 10:40:48.124751,2500000.0,2154.0,0,1.0
INC-2024-00123,First Aid,Facility B - Maintenance,Maintenance,Hot Work (Welding/Cutting),Inadequate Risk Assessment,Head,EMP-0040,26-35,29,Swing,2,4,0,0,6,Medium,437.0,1069.0,621.0,2127.0,0,2127.0,1,0,0,1,In Progress,57,10,2024-07-22 10:40:48.124751,2024,7,3,30,Monday,8,July,2024-07-24 10:40:48.124751,2024-09-19 10:40:48.124751,2500000.0,2127.0,0,0.3333333333333333
INC-2024-00124,Medical Treatment,Facility A - Production,Engineering,Working at Height,Procedural Non-Compliance,Arm,EMP-0057,36-45,17,Swing,3,4,1,0,9,Medium,5692.0,5822.0,3089.0,14603.0,25000,39603.0,1,1,1,1,Pending,83,6,2024-07-23 10:40:48.124751,2024,7,3,30,Tuesday,1,July,2024-07-25 10:40:48.124751,2024-10-16 10:40:48.124751,2500000.0,39603.0,0,1.0
INC-2024-00125,Near Miss,Facility B - Maintenance,Logistics,Routine Operations,Equipment Failure,Not Applicable,EMP-0103,26-35,16,Swing,1,2,0,0,5,Low,122.0,251.0,0.0,373.0,0,373.0,1,0,1,1,Pending,66,6,2024-07-24 10:40:48.124751,2024,7,3,30,Wednesday,11,July,2024-07-24 10:40:48.124751,2024-09-28 10:40:48.124751,2500000.0,373.0,0,0.6666666666666666
INC-2024-00126,First Aid,Facility B - Maintenance,Workshop,Working at Height,Procedural Non-Compliance,Eye,EMP-0160,26-35,28,Night,2,4,0,0,6,Medium,434.0,1246.0,441.0,2121.0,0,2121.0,1,1,1,0,In Progress,16,5,2024-07-24 10:40:48.124751,2024,7,3,30,Wednesday,19,July,2024-07-25 10:40:48.124751,2024-08-10 10:40:48.124751,2500000.0,0.0,0,1.0
